CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,lat,lng
2,9,7,64,14.501,-89.8723
4,4,36,125,34.0155,-118.1108
0,13,0,24,-7.8889,-37.12
1,22,5,50,48.7039,2.4605
2,21,0,48,10.2604,13.2606
4,20,1,67,-3.25,29.6
1,19,6,54,34.7432,-87.6343
0,38,0,153,22.43,80.12
1,51,1,44,35.4876,137.5006
2,100,1,354,31.45,73.7067
2,43,6,78,41.4291,-71.4668
1,39,0,18,48.48,124.8738
2,40,10,73,40.8467,-73.1522
1,34,2,28,50.9147,8.1
1,53,1,23,41.4667,12.6667
1,45,4,57,41.3113,-72.9246
1,45,4,57,41.0676,-85.0174
1,20,4,39,30.0049,-91.8202
0,27,3,47,51.5886,-2.9978
0,27,3,47,39.0856,-84.4868
0,27,3,47,52.7691,-2.3787
0,27,3,47,41.4801,-71.3203
0,27,3,47,50.701,-1.2883
0,27,3,47,44.6242,-124.0513
3,14,1,64,-2.5122,30.6558
0,15,0,33,-3.2496,35.52
1,32,0,9,69.4081,30.2206
0,32,1,18,46.3258,-0.4606
0,31,0,51,53.5167,43.6667
1,47,0,112,37.01,37.7972
1,55,0,42,40.8,17.1333
1,33,0,43,7.8881,98.3975
1,41,0,291,26.87,75.23
1,48,3,52,39.889,-82.7678
3,151,2,97,35.5104,117.62
1,47,3,58,43.4667,11.15
1,9,4,48,-12.3659,-38.2433
1,39,4,42,41.4083,13.0443
1,6,1,29,-13.4408,-49.1489
0,26,1,41,18.1757,-76.4503
1,28,0,12,49.8353,-124.5247
1,14,1,43,-22.0061,-51.5531
1,32,1,29,57.3825,41.2861
1,35,4,52,48.15,11.35
1,16,0,71,10.9972,-74.2875
0,17,0,3,-53.1667,-70.9333
2,90,1,101,-6.5533,107.4472
1,27,4,55,50.4333,3.8667
1,36,3,54,39.2529,9.1762
3,0,7,88,-22.4069,-44.2578
1,39,1,76,51.0667,19.45
1,28,4,65,34.961,-89.8469
1,35,0,16,63.9167,38.0833
2,23,5,43,47.4333,8.5667
1,12,13,48,45.3418,-122.5924
1,23,7,63,29.2985,-81.1014
1,39,1,64,51.3003,13.1072
1,30,3,37,51.2167,5.4167
2,23,6,53,40.5849,9.0033
1,17,0,59,2.4167,30.9875
1,27,0,53,18.3964,103.6558
2,47,0,74,-2.9861,104.7556
1,19,15,51,33.5434,-111.9595
0,14,0,15,-6.4328,-43.9839
0,7,1,20,-17.2333,-67.9167
3,20,26,74,40.7621,-73.0185
1,34,0,28,55.9667,43.0667
1,19,4,103,29.5581,-95.3218
2,31,4,58,46.0667,11.2333
1,31,5,151,43.695,5.5036
0,14,0,13,-9.3928,-40.5078
1,28,6,49,55.9333,39.4667
1,22,6,51,47.9242,9.2567
1,31,0,49,-23.9333,31.1167
1,30,3,20,51.7958,4.6783
1,35,1,40,47.9597,26.3997
2,15,16,72,42.6832,-71.301
2,85,1,61,24.42,87.34
1,26,0,37,55.4833,54.8667
4,14,33,87,40.7257,-73.1869
3,16,31,109,40.6432,-73.6672
1,35,4,56,49.4667,8.9833
1,38,2,69,50.4934,9.6961
1,19,3,57,18.763,-69.042
1,33,1,62,38.2014,37.1883
3,25,1,78,0.05,35.7167
2,7,8,90,-23.0428,-47.3739
0,30,0,26,60.8819,11.5623
1,30,1,56,27.9617,-110.8125
0,32,1,17,52.2167,6.9
1,43,2,57,49.6569,8.9931
1,43,2,57,48.3281,9.8878
1,35,2,45,51.0833,6.3167
2,35,13,67,39.0109,-84.5864
1,34,2,30,40.955,-8.627
1,25,6,54,30.6571,-81.4511
2,28,16,70,39.2159,-84.5144
2,39,7,51,41.7667,12.2333
3,12,26,105,40.7773,-74.3953
1,36,4,59,49.7197,11.0581
0,33,1,9,57.693,-2.005
1,18,0,39,6.1333,-5.9333
0,16,1,20,-8.8903,-36.4928
2,29,8,75,45.5771,9.0814
1,30,7,32,37.9637,-121.2296
2,10,0,39,4.275,21
6,17,3,78,-2.4697,29.5814
0,32,2,16,51.385,0.55
0,32,2,16,51.0375,-2.2748
0,12,1,30,-17.3028,-49.0178
1,12,5,43,44.6951,-73.4563
4,78,6,165,32.2986,72.3508
1,42,0,26,54.3233,10.1394
2,29,1,107,-1.9536,30.0606
1,35,0,15,56.8667,37.35
1,23,0,35,8.0522,-1.7347
1,58,0,54,46.4319,19.4883
1,15,0,51,3.2889,32.8778
3,47,2,109,19.6243,84.9408
1,49,0,81,45.55,13.7333
2,44,4,174,18.8215,78.7119
1,38,2,53,50.8833,4.5333
2,40,5,117,16.9839,77.7193
1,48,0,19,45.85,41.5167
1,48,0,19,45.1278,39.5725
1,39,0,43,59.0167,54.6667
1,35,2,128,22.2068,74.7579
1,30,0,28,16.1467,94.7611
1,28,1,66,34.5006,-114.3113
0,35,0,8,41.3099,-105.6085
1,33,1,78,-23.0118,-47.8657
1,48,0,29,43.5678,3.9021
1,54,0,75,48.6856,6.1522
1,27,0,55,-20.135,57.5211
1,62,0,84,45.1929,11.3115
1,29,1,32,51.9165,-0.6617
1,39,0,63,47.3817,15.0972
15,8,52,264,-6.5742,106.632
1,32,1,50,45.1679,-93.083
1,29,0,60,-21.6786,-49.7425
1,17,0,35,-23.31,-51.1628
1,35,0,31,50.7356,2.2372
3,19,25,116,34.1141,-118.4068
1,45,0,28,36.1833,-5.4833
1,30,1,34,51.8783,-0.4147
1,21,1,67,-22.5022,-48.7114
1,59,0,76,43.3003,13.4533
3,2,28,154,22.535,114.054
2,25,6,97,44.3054,86.0804
3,18,23,148,34.1687,-118.0504
1,21,3,61,31.563,-110.3153
1,35,0,17,57.15,24.8667
1,46,0,53,36.1844,-94.5315
2,16,3,71,4.5872,-74.2214
1,26,9,36,38.5677,-121.4685
1,26,9,36,-19.865,-47.44
1,28,3,17,51.755,-0.336
1,26,2,15,56.3404,-2.7955
1,43,3,75,44.3667,9.15
1,40,1,68,50.25,12.0167
1,48,3,29,39.9588,-82.7943
1,28,4,43,37.4994,13.265
1,33,2,15,46.2824,-119.2939
1,33,2,15,40.449,-75.3362
1,33,2,15,40.2842,-78.8449
1,33,2,15,40.644,-79.9579
1,32,4,46,49.2942,6.9375
1,36,2,69,51.3081,13.2939
0,36,0,16,55.4425,11.79
1,21,1,58,-32.035,-52.0986
1,21,0,46,11.4386,-85.8286
1,25,5,47,50.6047,3.0878
1,27,5,44,50.7536,3.1203
1,23,5,28,52.37,-1.26
1,15,10,50,52.7599,-1.9388
3,9,10,137,20.5703,-101.1972
3,9,10,137,40.965,-5.6642
3,9,10,137,-31.7667,-70.9667
1,19,0,11,66.5333,66.6333
1,52,1,108,39.6547,66.9758
1,29,2,72,30.6263,-87.8816
1,48,0,226,25.67,78.47
2,27,13,57,42.1654,-87.8516
0,35,1,20,53.905,13.0439
2,107,0,180,31.8314,70.9019
0,21,0,65,13.23,77.7
2,13,4,154,14.655,-16.2314
1,49,3,43,33.6239,130.5262
1,43,0,25,53.6028,9.8233
1,43,2,23,27.7822,-80.4819
0,24,0,49,-5.5576,-80.8223
2,0,23,154,-26.5161,29.2028
1,44,0,32,52.3161,9.9642
27,0,91,415,37.56,126.99
1,59,0,96,45.7333,8.6333
3,6,19,112,35.2236,137.0842
1,56,0,69,49.1511,6.1514
2,41,6,82,38.8631,-90.0774
1,15,0,54,6.3833,10.0667
1,31,0,39,41.6281,48.6828
1,43,0,24,50.2569,31.7817
1,34,0,74,12.9667,-2.2667
1,44,1,51,41.2063,-73.9884
1,49,1,60,41.122,-112.0995
1,49,1,60,33.6064,-88.6572
1,32,5,57,41.8023,-87.9006
1,35,1,41,42.5864,-71.4401
1,42,2,50,37.2693,-76.7076
1,86,1,19,28.0118,-81.7014
1,29,0,53,44.3927,-89.8265
1,41,3,24,41.7092,-86.869
1,29,8,48,41.4459,-74.4236
1,29,8,48,39.5033,-84.3659
1,29,8,48,40.3892,-74.082
1,29,8,48,41.5476,-72.6549
1,29,8,48,40.179,-74.9059
1,29,8,48,39.445,-75.7183
1,29,8,48,41.5175,-71.2769
1,29,8,48,39.9094,-75.4311
1,29,8,48,38.241,-85.5214
1,29,8,48,40.201,-76.7289
1,34,5,36,34.4,133.0833
1,45,4,58,39.3444,-76.7668
0,36,0,27,16.886,-24.988
1,42,1,31,35.4402,137.0157
4,168,1,165,26.3638,84.364
1,12,10,74,19.3833,-70.5167
1,45,3,62,41.0833,16.7833
1,31,0,20,53.7333,119.7667
1,28,1,27,15.7331,120.5725
1,28,1,27,41.4867,2.1879
1,28,1,27,39.5456,-0.3956
1,44,2,64,45.8,13.5333
1,11,2,80,25.1872,-99.8267
1,43,1,50,46.8673,-96.7461
1,22,0,64,-20.2847,44.3175
2,32,6,74,45.25,8.75
1,32,1,15,47.1279,-119.2759
1,18,0,25,-3.3349,37.3404
1,41,2,69,50.5031,13.6367
0,22,0,55,15.2807,75.5213
2,26,13,55,42.2693,-88.0102
1,55,1,40,35.3833,136.2833
2,23,0,60,-0.7167,36.4333
0,21,0,20,15.7133,100.1353
1,74,0,151,41.0011,71.6683
0,20,0,19,-15.1167,39.2667
1,40,1,43,35.7767,140.3183
1,17,3,85,31.5437,-91.3867
0,23,0,17,-38.55,-58.7333
1,43,2,78,50.2593,14.5177
1,50,4,61,32.7711,35.0394
0,32,1,20,52.2411,7.3689
0,32,1,20,52.5167,8.0667
1,31,3,47,51.2,6.7
1,27,7,63,28.2468,-82.717
1,30,0,56,10.17,77.87
11,18,8,166,6.15,6.8333
1,56,1,50,40.7417,14.6722
1,46,3,60,41.0333,16.9833
1,25,4,62,48.8547,2.6289
1,16,10,54,26.7244,-81.8485
1,27,4,36,43.0457,-78.8659
0,36,0,157,20.9333,-17.0333
1,30,0,27,57.25,60.0833
1,31,3,76,49.5811,2.9989
1,28,0,49,54.4333,50.8
1,23,0,17,64.1814,-51.6942
2,26,11,52,42.8803,-87.9009
1,31,2,20,37.3144,138.7951
1,40,1,24,50.3074,34.9016
2,30,9,58,41.3017,-72.3857
1,34,1,67,10.2249,78.231
3,5,24,98,38.677,-90.0063
1,28,2,31,48.9236,2.2522
0,5,1,24,15.3249,120.6554
0,5,1,24,11.2,123.1
0,5,1,24,8.4167,123.6
6,0,9,156,-19.9319,-44.0539
1,12,13,63,25.7037,-80.2715
1,35,0,25,48.9287,-57.926
1,30,11,38,32.6649,-117.1604
1,3,5,60,-19.5189,-42.6289
1,15,8,44,44.5698,-123.2779
1,54,0,31,39.3,16.25
2,18,15,70,41.5636,-87.7251
2,18,13,69,41.5723,-88.1124
2,15,18,73,38.5569,-90.3783
2,15,18,73,41.6454,-87.7397
0,27,2,20,49.2053,6.6958
1,15,8,75,20.6481,-75.9317
1,24,3,40,39.0833,-3.6167
0,30,1,21,53.8142,-3.0503
1,40,0,25,45.1,43.45
1,12,1,34,-5.1278,-39.7319
1,44,0,60,41.9233,20.9133
2,95,2,201,23.67,87.72
2,7,0,47,10.4825,16.7161
1,28,2,27,49.0833,9.0667
1,35,2,59,45.5389,10.2203
1,36,4,43,42.0821,-71.0242
1,36,4,43,44.1667,-81.2167
1,40,4,53,45.1112,-93.3505
1,40,4,53,39.217,-76.6174
1,31,6,51,39.6665,-75.7152
1,21,0,18,58.4833,41.5333
1,27,1,120,12.2667,-16.1667
0,14,0,15,-11.6939,-41.4678
1,33,1,19,50.0244,-125.2475
1,7,4,53,-21.7108,-46.2458
0,18,2,43,-7.2306,-35.8811
1,8,2,28,-19.6958,-46.1708
1,13,3,59,-21.9808,-42.3678
1,13,3,59,-25.3739,-52.1258
1,19,4,23,14.3167,121.05
1,19,4,23,37.4667,-5.6333
1,33,4,50,39.405,-76.5235
2,39,8,60,32.989,-96.8999
2,39,8,60,33.5818,-85.0838
1,29,9,56,40.5849,-74.2284
1,26,2,60,18.4167,-95.1167
1,33,5,40,29.1995,-81.0982
1,27,0,93,16.6919,78.9207
1,27,0,32,40.7408,44.8631
1,39,0,24,45.9072,43.3558
0,24,0,17,19.162,99.9926
1,42,2,52,44.8164,-93.6091
1,23,6,26,42.4229,-82.1324
1,23,6,26,51.37,0.52
1,23,6,26,39.6733,-89.6934
1,23,6,26,40.7274,-74.4289
1,25,2,31,49.6156,3.2192
1,25,4,50,43.5667,43.5833
2,70,1,99,40.9604,117.93
1,35,0,29,44.3406,132.5689
1,17,4,66,12.5722,-87.0267
1,11,3,46,17.655,-99.674
3,10,15,204,19.4167,-98.9
2,3,7,52,42.9263,-112.4623
1,40,2,42,39.2246,-77.2659
1,40,2,42,39.2862,-80.3232
1,27,2,55,34.1933,-90.5693
1,23,0,95,8.61,124.8947
1,23,0,95,12.9035,123.2457
1,23,0,95,9.5742,125.7328
1,23,0,95,18.6061,121.0822
1,35,0,26,44.0608,131.1187
1,25,3,29,47.4167,9.75
1,24,3,33,51.66,6.9642
1,24,3,35,51.5167,7.4667
1,23,4,39,50.3979,3.7807
1,140,3,152,25.2631,55.2972
2,28,11,66,33.6696,-84.4701
1,30,0,75,47.3765,-68.3253
1,44,1,71,41.1111,20.0806
1,32,3,59,38.4028,-96.1932
2,27,5,64,22.1879,112.3131
8,15,6,170,6.4528,7.5111
1,26,3,28,49.4022,6.9706
0,30,1,28,50.1333,8.4
1,48,1,30,40.8,14.35
1,24,8,12,60.2056,24.6556
1,49,2,32,43.0414,-76.2485
1,49,2,32,39.7931,-105.1711
1,14,11,29,51.215,-0.799
2,36,2,157,23.0183,91.41
2,7,0,58,9.9153,15.1375
1,26,2,34,48.6803,9.2183
1,46,1,37,45.9333,12.7333
2,30,12,65,38.4832,-121.4043
1,17,3,56,22.1053,-79.7203
2,16,13,72,42.9577,-85.4895
1,26,2,58,35.0135,-90.7931
1,24,0,121,11.5767,-15.4828
1,25,3,23,53.578,-2.429
9,6,21,186,22.4828,88.1818
0,13,6,22,-37.5608,143.8475
3,8,5,82,17.6986,103.2611
11,6,30,198,-6.912,107.6097
1,29,1,108,18.2,-71.1
1,26,1,63,14.3167,-90.3667
1,28,0,76,15.1167,37.6
1,52,0,60,47.5547,7.5906
2,40,0,91,10.3158,9.8442
1,23,4,59,42.426,-87.8583
1,48,0,57,50.9711,9.7903
1,27,1,29,58.85,50.8667
1,21,0,41,-19.9167,-43.9333
1,26,1,39,45.5667,-73.2
1,26,1,39,50.5333,3.7167
1,47,1,30,44.7686,39.8733
1,46,3,53,40.9236,-73.9982
1,39,0,39,51.8667,5.7667
1,37,0,31,52.4833,4.65
1,32,3,44,43.3329,141.8538
1,31,1,28,43.4673,-70.4511
1,24,0,60,-21.2886,-50.34
1,41,0,7,55.4167,55.5333
1,53,0,54,41.1167,16.6833
1,40,3,52,40.8098,-74.1869
1,40,3,52,41.8426,-72.7406
1,17,0,70,13.46,14.74
1,16,3,43,55.6833,84.4167
1,23,0,33,-21.0328,-44.7578
1,9,0,35,-8.47,-35.7289
1,9,0,35,-21.1333,-56.4833
1,9,0,35,-11.9658,-41.2669
1,9,0,35,-1.3628,-47.3069
1,48,0,56,50.7592,7.005
1,45,0,72,49.4875,16.66
1,42,1,55,50.4331,3.7961
1,59,0,84,45.25,11.1333
8,44,24,162,33.8626,115.7742
1,39,0,22,46.84,-0.4886
0,14,0,19,-1.6819,-50.48
0,24,0,73,13.0975,-59.6167
0,24,0,73,39.1552,-84.6359
1,38,2,45,40.5934,-74.6076
1,38,2,45,41.9728,-70.9749
1,38,2,45,44.37,-64.52
1,37,1,41,53.707,-1.794
1,58,0,68,45.6739,4.7542
1,46,0,56,37.7833,14.8333
1,19,0,30,-17.9619,122.2361
1,47,0,51,46.7963,11.9355
5,48,12,170,28.4069,77.8497
1,48,0,54,50.7444,8.0861
0,18,0,20,-5.8369,-43.8339
0,19,0,18,-15.6178,-46.4228
1,34,2,50,37.5859,-122.3667
1,16,0,45,0.15,29.2833
3,16,1,118,0.6503,33.1703
2,38,3,279,19.5869,-98.5683
1,21,0,42,-21.8583,-45.2911
1,32,3,48,37.2802,-121.9539
1,87,1,30,28.3933,-80.6049
1,43,1,74,10.6167,-66.85
0,20,0,24,-20.7328,-42.0289
1,38,0,112,18.5344,-72.4094
0,18,0,30,-1.2969,-47.9219
1,49,0,45,39.3167,16.2
1,65,0,92,45.6307,9.1456
1,43,0,16,46.8467,-1.8781
2,13,2,67,19.9094,99.8275
1,31,1,64,28.6353,-106.0889
1,22,0,56,14.7833,-89.5333
1,49,0,55,47.0228,28.8353
1,32,2,37,-43.531,172.6365
1,32,2,37,50.73,-1.78
1,29,0,8,59.1167,31.6667
2,25,0,95,6.3167,-73.95
1,48,1,40,40.0008,-74.993
1,47,2,50,40.6203,-74.3134
1,38,2,51,50.9383,4.0392
1,134,1,164,38.0517,58.21
1,30,0,15,52.6481,90.0739
2,36,0,73,9.0667,7.4833
0,41,0,26,53.0653,9.0342
3,22,11,162,23.17,72.58
0,45,0,106,27.8742,-0.2939
1,41,0,18,55.9,53.9333
1,64,0,89,45.5833,9.35
1,44,0,22,53.6747,10.2411
1,60,0,57,47.1006,17.5522
5,51,8,182,33.9925,72.145
5,51,8,182,26.4721,78.7989
0,46,0,37,38.3742,34.0289
1,64,0,65,44.7,8.0333
1,33,1,40,53.097,-1.38
1,48,0,27,40.56,8.315
0,25,1,44,27.7556,-98.0653
0,37,0,32,52.6333,4.75
1,37,0,29,52.35,6.6667
2,19,4,88,14.4878,-90.8058
1,28,1,58,45.074,-83.4402
3,25,16,150,20.8381,85.0956
0,21,0,22,5.7919,0.9003
1,50,1,38,38.8324,-77.196
1,51,0,59,45.24,4.6708
1,51,0,65,49.3,10.5833
0,22,0,14,-10.9167,-37.05
1,22,1,46,-22.2308,-43.1058
1,23,0,37,5.8667,-0.6667
1,37,0,35,53.4714,7.4836
1,46,1,59,43.1667,46
1,53,0,64,49.5,9.7667
1,54,0,58,50.2167,9.35
1,44,0,23,53.9167,10.3167
1,10,0,14,-21.8761,-51.8439
0,31,0,6,54.3122,-130.3271
1,28,8,53,25.5396,-80.3971
1,28,8,53,40.3562,-74.6693
1,28,8,53,33.1778,-96.5044
1,2,0,28,5.6631,-67.6264
1,24,4,35,53.1333,14.8833
1,36,3,27,44.6333,10.4667
3,0,8,106,4.6333,-75.75
3,0,7,131,-0.22,-78.5125
1,60,1,70,39.9667,18.1
4,3,29,81,42.7274,-87.8135
1,48,2,42,43.0322,-71.1994
1,31,5,54,39.1339,-77.1464
1,35,1,26,-5.0569,-73.8515
1,35,1,26,39.4861,-1.1017
1,45,1,27,42.4044,12.8567
1,14,10,37,35.2873,-106.6982
2,25,11,53,37.726,-120.9433
2,25,12,67,33.5639,-84.4103
2,25,12,67,41.6441,-87.6366
2,25,12,67,41.1732,-112.0023
1,44,1,196,24.6333,46.7167
1,24,2,39,46.0367,4.0689
1,23,3,24,49.2494,6.0947
1,28,11,50,40.8037,-73.1246
1,17,6,60,50.05,21.6167
0,25,0,100,15.3014,-61.3883
1,28,4,68,36.8167,14.95
1,13,8,36,52.292,-1.537
5,4,29,157,42.5084,-83.1539
0,36,1,28,51.9058,4.2486
1,23,0,40,5.8942,95.3192
1,43,2,56,45.9667,12.5
1,37,0,29,38.9145,139.8364
1,43,1,41,45.1336,33.5772
1,25,1,21,36.6883,-121.6317
1,25,1,21,-34.7833,-55.8333
1,25,1,21,-16.1185,-42.174
1,25,1,21,-2.2167,-80.9501
1,23,0,53,13.5486,100.2775
3,180,2,167,30.3018,76.4579
1,67,0,171,22.6996,85.9313
1,29,2,26,47.9514,1.8803
1,33,0,20,43.1167,133.1167
0,17,0,31,-7.0244,-37.28
0,17,0,31,40.6833,19.6167
1,34,4,42,41.8744,-71.3743
1,35,1,74,46.17,21.07
2,5,1,53,8.6833,-73.6667
1,32,0,6,52.3167,45.3833
1,24,0,57,15.2482,105.2296
1,23,0,58,10.2667,123.5833
1,36,0,27,52.1153,26.1031
1,14,8,50,40.25,-3.7
1,14,8,50,-36.7,-71.9
1,83,1,185,25.33,84.42
0,22,0,28,-13.7167,-76.2
1,23,16,63,14.5777,121.0337
1,23,16,63,40.7832,-73.4732
1,23,16,63,34.1911,-101.7235
1,28,15,65,37.9539,-122.0759
1,28,15,65,41.5867,-93.4953
1,28,15,65,38.8059,-94.2652
1,36,1,82,49.4869,29.2733
1,7,3,30,-26.7408,-49.1769
1,12,0,9,-25.0994,-50.1583
4,3,8,131,-21.0225,-48.0372
1,9,12,47,50.7167,-1.9833
0,20,0,21,-8.7656,148.2347
1,30,1,22,57.7833,29.5667
0,18,0,32,11.6683,92.7378
1,43,0,57,53.7167,91.4667
1,27,4,23,49.05,-122.3167
1,39,1,55,37.6167,15.1667
1,26,3,50,45.8,20.1333
1,26,3,50,34.7662,-96.6681
1,14,1,39,-21.6847,-51.0733
1,28,1,32,47.3167,8.5333
1,34,1,58,46.3122,23.7292
0,16,0,19,6.1023,125.2868
1,45,0,64,37.9778,12.9639
1,48,0,73,36.2,37.16
0,32,1,22,38.8682,-1.0979
1,2,0,39,-3.2028,-52.2058
1,2,0,39,22.3375,-97.8694
1,2,0,39,19.6667,-70.8333
1,42,1,20,40.8167,16.55
0,32,1,26,48.5864,8.6047
0,32,1,59,53.3838,-2.3547
2,124,1,181,25.0397,86.9025
0,23,0,10,-14.65,49.65
0,35,0,17,43.2167,-2.0167
1,19,8,43,29.1721,-95.4293
1,37,0,120,41.0167,70.1436
0,24,0,82,15.4251,75.4335
1,41,0,26,36.8874,30.7075
1,30,3,27,53.3167,6.8667
0,33,0,69,55.6432,-4.8097
1,5,0,62,-1.9358,-50.8208
1,48,2,36,45.5371,-122.65
1,48,2,36,43.6773,-70.2715
1,48,2,36,27.8942,-97.3278
1,48,2,36,36.5921,-86.5239
1,48,2,36,-38.3333,141.6
1,48,2,36,41.5988,-72.589
0,9,1,16,-14.0928,-46.3689
1,30,5,54,39.0141,-77.1943
1,26,10,58,40.6332,-74.3739
1,19,7,43,53.5809,-0.6502
1,25,3,33,49.7019,4.9403
2,8,17,61,36.5715,-119.6143
2,8,17,61,32.4166,-87.0336
2,8,17,61,29.5866,-98.3132
0,15,0,26,-7.9858,-38.2958
1,62,1,28,35.7249,140.2695
1,29,2,79,37.925,41.9458
2,12,16,92,36.8854,-89.5877
1,31,0,31,54.9833,57.7
0,32,0,28,46.2333,7.3667
1,31,2,63,48.8422,17.2267
1,34,2,58,49.9833,19.8333
0,33,0,38,56.5667,9.0333
1,33,5,44,40.5083,-74.501
1,33,5,44,41.7404,-71.1612
1,33,5,44,37.0834,-84.6109
0,28,1,29,50.35,11.1667
1,10,9,38,41.1722,-111.9576
1,15,9,41,52.7858,-0.1529
1,39,3,54,45.4931,12.1606
1,26,10,59,36.0952,-115.2636
1,26,10,59,41.1151,-74.0486
1,26,10,59,32.7317,-116.9766
1,30,11,64,37.4252,-122.1674
1,31,1,8,59.3294,18.0686
1,22,4,32,52.5833,13.8833
1,37,1,71,46.1003,19.6656
1,46,0,57,47.246,127.106
1,34,0,54,-6.7544,108.4858
1,30,9,45,40.7478,-73.084
2,9,22,77,42.0308,-88.0838
0,29,1,22,49.3667,7.1167
1,35,5,45,42.1992,-70.759
1,35,5,45,41.7926,-71.6203
2,159,2,78,34.7904,116.08
1,27,7,67,45.6053,9.3033
1,31,1,21,43.4833,-5.4333
1,24,5,52,55.5997,37.28
1,36,0,62,55.8703,48.3561
3,18,17,75,34.8821,-82.3336
0,24,0,21,21.4568,-158.1758
0,25,0,55,-9.65,120.2667
1,27,10,47,42.1464,-71.2555
1,33,1,27,51.7833,21.2
1,36,2,46,50.6694,3.1308
1,30,5,24,51.655,-0.3957
1,29,4,41,51.1333,4.3833
1,21,4,44,52.414,-4.081
1,34,3,70,44.6761,8.4686
2,22,0,66,3.3772,31.7906
1,55,0,132,40.6486,69.9856
0,25,0,84,17.2,76.35
0,22,0,39,13.7279,76.0068
1,29,2,18,39.72,140.1026
1,24,3,72,48.2119,9.0239
1,15,1,40,-20.7639,-41.5328
1,39,0,68,43.5383,21.7047
0,23,1,25,-7.3504,-34.9284
2,28,2,88,28.3333,-100.8333
3,23,17,71,34.0704,-84.2738
1,44,0,16,44.6672,34.3978
1,43,1,16,33.9167,134.6667
1,23,4,51,50.4397,7.4017
3,1,9,98,4.8,-76
2,26,0,69,1.985,32.535
2,40,4,41,41.7667,15.4333
0,14,0,24,-7.2128,-40.0458
3,0,9,84,9.5667,-69.2167
0,21,0,19,-4.9558,-37.1369
0,21,0,19,-10.7578,-37.315
1,19,6,62,48.95,2.25
1,26,3,73,34.1253,-93.0729
0,30,2,51,51.3833,8.0833
2,19,0,63,3.0353,30.9108
2,30,9,106,45.2167,10.4167
1,15,0,39,-23.2328,-51.6658
1,15,0,39,42.4589,-6.0633
1,30,1,61,47.4828,6.8397
1,23,0,33,4.8667,-2.2333
2,18,19,57,40.6925,-73.3586
0,31,2,51,51.5831,8.1667
1,17,4,33,37.6167,-4.3167
0,34,1,15,-28.8333,153.5333
0,33,0,30,54.65,19.9167
5,107,6,178,22.63,88.3
1,42,0,173,54.4833,30.3333
2,4,5,59,-21.2167,-43.7667
1,23,3,34,51.08,-4.06
1,42,2,63,37.887,41.132
1,11,2,45,-22.315,-49.0608
1,23,1,65,14.8,120.9333
2,17,4,56,17.0167,-92.95
1,33,2,54,56.7803,62.0494
1,30,0,38,58.3667,97.45
1,37,1,81,50.6474,29.9258
1,9,2,47,-21.6424,-46.3937
1,39,1,64,46.1294,22.79
16,10,16,236,-26.2353,28.37
1,25,4,31,42.8619,-72.6145
1,41,0,52,45.1872,25.6622
2,31,6,96,50,19.15
1,28,3,66,51.8,19.75
1,37,0,12,48.8119,103.5336
0,13,0,7,-7.2,146.6467
0,32,0,10,-24.8661,152.3494
1,40,0,25,42.503,27.4702
1,35,2,43,49.2,12.0333
2,10,9,76,18.25,-71.2167
1,10,1,33,-24.7361,-48.1228
2,12,0,42,-13.9208,14.5347
1,14,3,51,-29.3658,-50.8158
1,37,3,78,44.7208,8.2928
1,38,3,82,44.85,7.7167
1,26,0,80,18.4167,-91.6333
1,26,0,80,7.2,124.7833
1,26,0,80,7.3606,125.7064
1,26,0,80,9.8167,124.2
1,26,0,80,8.9999,125.2648
1,26,0,80,9.2289,126.0167
1,14,11,42,32.3423,-111.0113
1,37,0,59,42.695,22.1672
2,4,3,71,-34.0231,20.44
1,23,0,64,11.2444,125.0039
1,45,1,26,34.2729,133.7586
1,44,1,19,34.6688,137.2809
4,4,18,150,26.2056,-80.2539
1,45,1,60,43.5406,-1.4614
1,34,3,52,49.6225,9.6628
1,37,6,57,39.5328,-89.2804
1,12,1,54,22.4004,-105.46
2,4,6,67,18.9058,-100.1528
1,12,20,52,33.3881,-111.9319
1,10,20,73,28.0436,-82.3773
4,0,15,224,18.9608,-99.5906
1,16,0,22,0.78,127.3819
1,16,0,22,14.2833,120.7167
1,20,4,60,32.734,-96.2931
1,17,6,71,33.0925,-96.8976
1,30,2,26,46.975,-0.2153
2,20,17,59,32.525,-117.0333
1,27,0,40,27.5,95.367
1,14,0,29,14.8667,-15.8833
1,14,0,29,8.2833,-7.6833
1,29,2,31,43.5853,1.3442
1,44,0,30,32.8872,13.1914
1,44,0,30,34.4367,35.8344
1,16,2,47,-8.112,-79.0288
1,16,2,47,15.9186,-85.9533
1,16,2,47,9.417,-70.5
1,16,2,47,4.25,-76.3333
1,16,2,47,39.4653,-5.8789
1,26,3,63,50.5873,15.1569
1,28,2,35,57.8833,39.55
1,18,2,31,29.5521,-98.3074
1,26,1,77,15.9761,120.5711
1,28,1,5,60.8,21.4167
1,41,1,68,48.6239,22.295
1,43,2,78,45.6,9.1667
1,24,0,113,18.4151,-66.3211
1,20,6,60,48.7208,1.3606
1,20,6,60,48.9722,1.9833
1,25,5,52,57.2,41.9167
2,5,3,90,5.0083,-74.4738
2,5,3,90,-25.51,-57.56
1,18,7,63,48.8,2.1722
2,26,6,57,36.95,14.5333
